,varname,Locator Type,locname,Wall Layer,pipename,Pipe Number,out_unit,Description,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output
357,,,,,,,,,67.56858,40.31821,44.2525,37.61748,33.19603,29.67362,27.52919,26.4043,25.9635,25.79621,25.67905,25.78061,25.85814,25.87372,25.87574,25.87553,25.87495,25.87522,25.87595,25.87658,25.87689,25.87728,25.87764,25.87781,25.87788,25.87797,25.87803,25.87811,25.87817,25.87823,25.87829,25.87834,25.87839,25.87847,25.8785,25.87854,25.87857,25.87861,25.87865,25.87868,25.87869,25.87873,25.87874,25.87877,25.87879,25.87881,25.87882,25.87883,25.87885,25.87888,25.87888,25.8789,25.87887,25.87891,25.87892,25.87894,25.87895,25.879,25.87902,25.87899,25.87895,25.87895,25.87897,25.87897,25.87897,25.87899,25.87898,25.87899,25.87901,25.879,25.87902,25.87903,25.87901,25.87902,25.87903,25.87903,25.87902,25.87905,25.87904,25.87905,25.87904,25.87905,25.87905,25.87905,25.87904,25.87905,25.87905,25.87906,25.87905,25.87906,25.87905,25.87907,25.87906,25.87906,25.87906,25.87907,25.87906,25.87907,25.87907,25.87909,25.87907,25.87907,25.87909,25.87909,25.87907,25.87908,25.87909,25.87909,25.87907,25.87908,25.8791,25.87908,25.87908,25.8791,25.87908,25.87908,25.87909,25.8791,25.87909,25.87909,25.8791,25.8791,25.8791,25.87909,25.87909,25.8791,25.87908,25.87909,25.87908,25.8791,25.87909,25.87909,25.87908,25.8791,25.87909,25.87909,25.87908,25.87909,25.8791,25.87911,25.87908,25.87909,25.87912,25.87909,25.87908
358,,,,,,,,,67.56858,40.3058,44.24465,37.61726,33.19778,29.67657,27.5314,26.40568,25.96387,25.7967,25.67897,25.78015,25.85797,25.87367,25.87573,25.87553,25.87495,25.87522,25.87595,25.87657,25.87689,25.87728,25.87764,25.8778,25.87788,25.87797,25.87803,25.87811,25.87817,25.87823,25.87829,25.87834,25.87839,25.87847,25.8785,25.87854,25.87858,25.87861,25.87866,25.87868,25.87869,25.87873,25.87874,25.87877,25.87879,25.87881,25.87883,25.87883,25.87885,25.87888,25.87888,25.8789,25.87887,25.87891,25.87892,25.87894,25.87895,25.879,25.87902,25.87899,25.87895,25.87895,25.87897,25.87897,25.87897,25.87899,25.87898,25.87899,25.87901,25.879,25.87902,25.87903,25.87901,25.87902,25.87903,25.87902,25.87902,25.87905,25.87904,25.87905,25.87904,25.87905,25.87905,25.87905,25.87904,25.87905,25.87905,25.87906,25.87905,25.87906,25.87906,25.87907,25.87906,25.87906,25.87906,25.87907,25.87906,25.87907,25.87907,25.87909,25.87907,25.87907,25.87909,25.87909,25.87907,25.87908,25.87909,25.87909,25.87907,25.87908,25.8791,25.87908,25.87908,25.87909,25.87908,25.87908,25.87909,25.8791,25.87909,25.87909,25.8791,25.8791,25.8791,25.87909,25.87909,25.87909,25.87908,25.87909,25.87908,25.8791,25.87909,25.87909,25.87908,25.8791,25.87909,25.87909,25.87908,25.87909,25.8791,25.87911,25.87909,25.87909,25.87912,25.87909,25.87908
359,,,,,,,,,67.56858,40.19968,44.20244,37.61338,33.20409,29.69277,27.54383,26.41363,25.96542,25.79979,25.67805,25.77652,25.8567,25.87333,25.87562,25.8755,25.87493,25.87518,25.87593,25.87655,25.87688,25.87727,25.87764,25.8778,25.87788,25.87797,25.87802,25.8781,25.87817,25.87824,25.8783,25.87833,25.87839,25.87847,25.8785,25.87853,25.87858,25.87861,25.87866,25.87867,25.87869,25.87873,25.87874,25.87877,25.87879,25.87881,25.87882,25.87883,25.87885,25.87888,25.87888,25.87889,25.87888,25.87891,25.87892,25.87894,25.87896,25.879,25.87902,25.87899,25.87896,25.87895,25.87898,25.87897,25.87898,25.879,25.87899,25.87899,25.87901,25.879,25.87902,25.87902,25.87902,25.87903,25.87904,25.87902,25.87903,25.87906,25.87904,25.87904,25.87905,25.87905,25.87906,25.87904,25.87904,25.87905,25.87906,25.87906,25.87906,25.87906,25.87906,25.87906,25.87906,25.87907,25.87906,25.87907,25.87907,25.87907,25.87907,25.87908,25.87908,25.87907,25.87909,25.87908,25.87907,25.87908,25.87909,25.87909,25.87908,25.87908,25.8791,25.87908,25.87909,25.87909,25.87909,25.87908,25.87909,25.87909,25.87909,25.87909,25.87911,25.8791,25.8791,25.87908,25.8791,25.8791,25.87909,25.87909,25.87909,25.8791,25.87909,25.87909,25.87909,25.87911,25.8791,25.8791,25.87908,25.8791,25.87911,25.87911,25.87909,25.87909,25.87912,25.87909,25.87909
360,,,,,,,,,321.7988,1678.457,557.078,493.6801,444.39,446.8162,475.7877,501.8646,522.454,530.1816,529.8806,544.1968,553.3803,556.656,558.0627,558.6565,558.9663,559.2396,559.4737,559.6382,559.7497,559.8373,559.9058,559.9437,559.9683,559.9825,559.9904,559.9967,560.0048,560.0109,560.0158,560.0228,560.0248,560.0283,560.0319,560.0363,560.0387,560.0415,560.0412,560.0439,560.0494,560.0478,560.0511,560.0516,560.0519,560.0537,560.0568,560.0572,560.0575,560.057,560.0613,560.0595,560.0644,560.0597,560.0629,560.0629,560.0646,560.0724,560.0741,560.0675,560.0675,560.0656,560.0643,560.0663,560.0673,560.0654,560.0694,560.0693,560.0663,560.0717,560.0686,560.0699,560.0717,560.0712,560.0705,560.0739,560.0721,560.0698,560.0734,560.0705,560.0732,560.0733,560.0723,560.074,560.074,560.0735,560.0755,560.074,560.0749,560.0752,560.0787,560.0737,560.0741,560.0747,560.077,560.0741,560.075,560.0762,560.0777,560.0734,560.0761,560.0766,560.0763,560.0758,560.0779,560.0754,560.0761,560.0764,560.0782,560.0771,560.075,560.0777,560.0757,560.0763,560.0784,560.0793,560.0758,560.0761,560.0785,560.0784,560.0741,560.0782,560.0784,560.0794,560.0766,560.0789,560.0788,560.0798,560.0783,560.0761,560.0784,560.0801,560.0796,560.074,560.0785,560.0798,560.0807,560.0789,560.0779,560.076,560.0806,560.0797,560.0749,560.0798,560.0806
361,,,,,,,,,321.7988,1679.424,557.1701,493.7353,444.4255,446.8155,475.7734,501.8534,522.4392,530.1874,529.8711,544.1785,553.3739,556.6536,558.0618,558.6561,558.966,559.2393,559.4735,559.638,559.7495,559.8372,559.9058,559.9437,559.9682,559.9825,559.9904,559.9967,560.0047,560.0108,560.0158,560.0228,560.0248,560.0283,560.0318,560.0362,560.0386,560.0415,560.0412,560.0439,560.0494,560.0478,560.0511,560.0516,560.0519,560.0537,560.0568,560.0572,560.0575,560.057,560.0613,560.0595,560.0644,560.0597,560.0629,560.0629,560.0646,560.0724,560.0741,560.0675,560.0675,560.0656,560.0642,560.0663,560.0672,560.0654,560.0694,560.0693,560.0662,560.0717,560.0686,560.07,560.0717,560.0712,560.0704,560.0739,560.0721,560.0698,560.0734,560.0705,560.0732,560.0733,560.0723,560.0741,560.074,560.0735,560.0755,560.074,560.0748,560.0752,560.0787,560.0738,560.0741,560.0747,560.0769,560.0741,560.075,560.0762,560.0776,560.0734,560.0761,560.0766,560.0763,560.0759,560.0778,560.0754,560.0761,560.0764,560.0782,560.0771,560.075,560.0777,560.0757,560.0764,560.0783,560.0793,560.0758,560.0761,560.0785,560.0784,560.0741,560.0782,560.0785,560.0794,560.0766,560.0789,560.0787,560.0798,560.0782,560.0761,560.0784,560.0801,560.0796,560.074,560.0785,560.0798,560.0807,560.0789,560.0779,560.076,560.0806,560.0797,560.0749,560.0799,560.0806
362,,,,,,,,,321.7985,1681.379,557.3497,493.8024,444.4388,446.7772,475.7276,501.8215,522.4203,530.1845,529.8658,544.1713,553.3712,556.6523,558.0611,558.6558,558.9659,559.2392,559.4733,559.638,559.7495,559.8372,559.9057,559.9437,559.9682,559.9825,559.9904,559.9968,560.0048,560.0108,560.0158,560.0228,560.0248,560.0283,560.0319,560.0363,560.0386,560.0415,560.0412,560.0439,560.0494,560.0477,560.0511,560.0517,560.0518,560.0537,560.0568,560.0572,560.0575,560.057,560.0613,560.0595,560.0644,560.0597,560.0628,560.063,560.0646,560.0724,560.0741,560.0676,560.0674,560.0656,560.0642,560.0664,560.0672,560.0655,560.0693,560.0693,560.0662,560.0717,560.0685,560.07,560.0717,560.0712,560.0704,560.074,560.0721,560.0698,560.0734,560.0705,560.0732,560.0733,560.0723,560.0741,560.074,560.0735,560.0755,560.0741,560.0748,560.0752,560.0787,560.0738,560.0741,560.0747,560.0769,560.0741,560.075,560.0762,560.0776,560.0734,560.0761,560.0766,560.0763,560.0759,560.0778,560.0754,560.076,560.0764,560.0781,560.0771,560.075,560.0777,560.0757,560.0764,560.0783,560.0794,560.0758,560.0761,560.0785,560.0784,560.0741,560.0782,560.0785,560.0795,560.0766,560.0789,560.0787,560.0798,560.0782,560.0761,560.0784,560.0802,560.0796,560.0741,560.0784,560.0798,560.0807,560.0789,560.0778,560.0761,560.0806,560.0797,560.0749,560.0799,560.0806
363,,,,,,,,,321.7986,1690.237,558.5556,494.3407,444.7813,446.7454,475.5701,501.7166,522.2628,530.2663,529.7625,543.952,553.2951,556.6253,558.0502,558.6514,558.9627,559.2358,559.4706,559.6365,559.7483,559.836,559.9051,559.9435,559.968,559.9824,559.9904,559.9969,560.0046,560.0106,560.0157,560.0228,560.0244,560.0283,560.0317,560.0362,560.0384,560.0413,560.041,560.0441,560.0492,560.0474,560.051,560.0517,560.0517,560.0537,560.0568,560.0571,560.0575,560.0571,560.0613,560.0597,560.064,560.0596,560.0627,560.0631,560.0644,560.0723,560.0741,560.0677,560.0673,560.0655,560.064,560.0665,560.067,560.0654,560.0691,560.0692,560.0661,560.0716,560.0684,560.0702,560.0715,560.071,560.0701,560.0741,560.0719,560.0696,560.0734,560.0706,560.073,560.0733,560.0721,560.0742,560.0738,560.0734,560.0752,560.074,560.0745,560.0751,560.0786,560.0738,560.074,560.0745,560.0768,560.074,560.0748,560.0761,560.0775,560.0737,560.076,560.0765,560.0762,560.0759,560.0777,560.0754,560.076,560.0765,560.078,560.0772,560.075,560.0779,560.0755,560.0764,560.0781,560.0794,560.0756,560.0762,560.0785,560.0785,560.074,560.0783,560.0784,560.0797,560.0763,560.0789,560.0784,560.0799,560.078,560.0761,560.0783,560.0804,560.0794,560.0739,560.0783,560.0798,560.0806,560.0786,560.0777,560.0761,560.0805,560.0796,560.0748,560.0798,560.0803
364,,,,,,,,,0.9385091,0.9473652,0.9401256,0.9393851,0.9381122,0.9354732,0.9344895,0.9336622,0.9342403,0.9341831,0.9333713,0.9359303,0.9375968,0.9380984,0.9382777,0.9383452,0.9383764,0.9384085,0.938439,0.9384607,0.9384743,0.9384856,0.9384946,0.9384987,0.9385007,0.9385017,0.9385019,0.9385023,0.9385028,0.9385031,0.9385035,0.938504,0.9385041,0.9385044,0.9385047,0.9385049,0.9385052,0.9385054,0.9385054,0.9385056,0.938506,0.9385059,0.9385062,0.9385063,0.9385063,0.9385065,0.9385067,0.9385067,0.9385068,0.9385068,0.9385071,0.938507,0.9385073,0.9385069,0.9385072,0.9385073,0.9385076,0.9385087,0.938509,0.938508,0.9385076,0.9385073,0.9385073,0.9385074,0.9385075,0.9385075,0.9385078,0.9385078,0.9385076,0.938508,0.9385078,0.9385079,0.938508,0.938508,0.938508,0.9385082,0.9385081,0.938508,0.9385082,0.938508,0.9385082,0.9385083,0.9385082,0.9385083,0.9385083,0.9385083,0.9385085,0.9385084,0.9385084,0.9385084,0.9385087,0.9385083,0.9385084,0.9385084,0.9385086,0.9385084,0.9385085,0.9385085,0.9385087,0.9385084,0.9385086,0.9385086,0.9385086,0.9385086,0.9385087,0.9385085,0.9385086,0.9385086,0.9385087,0.9385086,0.9385085,0.9385087,0.9385085,0.9385086,0.9385087,0.9385088,0.9385086,0.9385086,0.9385088,0.9385088,0.9385085,0.9385088,0.9385088,0.9385088,0.9385087,0.9385089,0.9385088,0.9385089,0.9385087,0.9385086,0.9385087,0.9385089,0.9385089,0.9385085,0.9385088,0.9385089,0.9385089,0.9385088,0.9385087,0.9385086,0.9385089,0.9385089,0.9385086,0.9385089,0.938509
365,,,,,,,,,0.9385091,0.9473692,0.9401265,0.9393875,0.9381159,0.9354758,0.9344907,0.9336631,0.9342391,0.9341848,0.9333699,0.9359272,0.9375958,0.938098,0.9382776,0.9383452,0.9383764,0.9384084,0.938439,0.9384607,0.9384743,0.9384856,0.9384946,0.9384986,0.9385007,0.9385017,0.9385019,0.9385023,0.9385028,0.9385031,0.9385035,0.938504,0.9385041,0.9385044,0.9385047,0.9385049,0.9385052,0.9385054,0.9385054,0.9385056,0.938506,0.9385059,0.9385062,0.9385063,0.9385063,0.9385065,0.9385067,0.9385067,0.9385068,0.9385068,0.9385071,0.938507,0.9385073,0.9385069,0.9385072,0.9385073,0.9385076,0.9385087,0.938509,0.938508,0.9385076,0.9385073,0.9385073,0.9385074,0.9385075,0.9385075,0.9385078,0.9385078,0.9385076,0.938508,0.9385078,0.9385079,0.938508,0.938508,0.938508,0.9385082,0.9385081,0.938508,0.9385082,0.938508,0.9385082,0.9385083,0.9385082,0.9385083,0.9385083,0.9385083,0.9385085,0.9385084,0.9385084,0.9385084,0.9385087,0.9385083,0.9385084,0.9385084,0.9385086,0.9385084,0.9385085,0.9385085,0.9385087,0.9385084,0.9385086,0.9385086,0.9385086,0.9385086,0.9385087,0.9385085,0.9385086,0.9385086,0.9385087,0.9385086,0.9385085,0.9385087,0.9385085,0.9385086,0.9385087,0.9385088,0.9385086,0.9385086,0.9385088,0.9385088,0.9385085,0.9385088,0.9385088,0.9385088,0.9385087,0.9385089,0.9385088,0.9385089,0.9385087,0.9385086,0.9385087,0.9385089,0.9385089,0.9385085,0.9385088,0.9385089,0.9385089,0.9385088,0.9385087,0.9385086,0.9385089,0.9385089,0.9385086,0.9385089,0.938509
366,,,,,,,,,0.9385091,0.9473904,0.9401274,0.9393878,0.938118,0.9354768,0.9344905,0.9336634,0.9342374,0.9341867,0.9333683,0.9359237,0.9375946,0.9380977,0.9382775,0.9383451,0.9383763,0.9384084,0.938439,0.9384607,0.9384743,0.9384856,0.9384946,0.9384986,0.9385007,0.9385017,0.9385019,0.9385023,0.9385028,0.9385031,0.9385035,0.938504,0.9385041,0.9385044,0.9385047,0.9385049,0.9385052,0.9385054,0.9385054,0.9385056,0.938506,0.9385059,0.9385062,0.9385063,0.9385063,0.9385065,0.9385067,0.9385067,0.9385068,0.9385068,0.9385071,0.938507,0.9385073,0.9385069,0.9385072,0.9385073,0.9385076,0.9385087,0.938509,0.938508,0.9385076,0.9385073,0.9385073,0.9385074,0.9385075,0.9385075,0.9385078,0.9385078,0.9385076,0.938508,0.9385078,0.9385079,0.938508,0.938508,0.938508,0.9385082,0.9385081,0.938508,0.9385082,0.938508,0.9385082,0.9385083,0.9385082,0.9385083,0.9385083,0.9385083,0.9385085,0.9385084,0.9385084,0.9385084,0.9385087,0.9385083,0.9385084,0.9385084,0.9385086,0.9385084,0.9385085,0.9385085,0.9385087,0.9385084,0.9385086,0.9385086,0.9385086,0.9385086,0.9385087,0.9385085,0.9385086,0.9385086,0.9385087,0.9385086,0.9385085,0.9385087,0.9385085,0.9385086,0.9385087,0.9385088,0.9385086,0.9385086,0.9385088,0.9385088,0.9385085,0.9385088,0.9385088,0.9385088,0.9385086,0.9385089,0.9385088,0.9385089,0.9385087,0.9385086,0.9385087,0.9385089,0.9385089,0.9385085,0.9385088,0.9385089,0.9385089,0.9385088,0.9385087,0.9385086,0.9385089,0.9385089,0.9385086,0.9385089,0.938509
367,,,,,,,,,0.9385091,0.9474634,0.9401411,0.9393976,0.9381451,0.9354947,0.9344962,0.9336702,0.9342231,0.934205,0.9333537,0.93589,0.9375833,0.938094,0.9382761,0.9383446,0.938376,0.9384079,0.9384386,0.9384605,0.9384741,0.9384855,0.9384945,0.9384986,0.9385007,0.9385017,0.9385019,0.9385023,0.9385028,0.9385031,0.9385035,0.9385039,0.938504,0.9385044,0.9385047,0.9385049,0.9385052,0.9385053,0.9385054,0.9385056,0.938506,0.9385059,0.9385062,0.9385063,0.9385063,0.9385065,0.9385067,0.9385067,0.9385068,0.9385068,0.9385071,0.938507,0.9385073,0.9385069,0.9385072,0.9385073,0.9385076,0.9385087,0.938509,0.938508,0.9385076,0.9385073,0.9385073,0.9385074,0.9385075,0.9385075,0.9385078,0.9385078,0.9385076,0.938508,0.9385078,0.9385079,0.938508,0.938508,0.938508,0.9385082,0.9385081,0.938508,0.9385082,0.938508,0.9385082,0.9385083,0.9385082,0.9385083,0.9385083,0.9385083,0.9385085,0.9385084,0.9385084,0.9385084,0.9385087,0.9385084,0.9385084,0.9385084,0.9385086,0.9385084,0.9385085,0.9385085,0.9385086,0.9385084,0.9385086,0.9385086,0.9385086,0.9385086,0.9385087,0.9385085,0.9385086,0.9385086,0.9385087,0.9385086,0.9385086,0.9385087,0.9385085,0.9385086,0.9385087,0.9385088,0.9385086,0.9385086,0.9385088,0.9385088,0.9385085,0.9385088,0.9385088,0.9385088,0.9385087,0.9385089,0.9385087,0.9385089,0.9385087,0.9385086,0.9385087,0.9385089,0.9385089,0.9385085,0.9385088,0.9385089,0.9385089,0.9385088,0.9385087,0.9385087,0.9385089,0.9385089,0.9385086,0.9385089,0.938509
368,,,,,,,,,0.03879854,0.07281271,0.03076453,0.02188349,0.01668316,0.01491963,0.01463698,0.01485326,0.01503933,0.01514783,0.01526267,0.01520443,0.01513808,0.01512064,0.01511631,0.01511429,0.01511325,0.01511201,0.01511051,0.01510915,0.01510817,0.01510719,0.01510628,0.01510559,0.01510504,0.01510452,0.01510405,0.01510358,0.01510317,0.01510277,0.01510239,0.01510205,0.0151017,0.01510136,0.01510106,0.01510078,0.0151005,0.01510024,0.01509996,0.01509972,0.01509953,0.01509927,0.01509907,0.01509886,0.01509865,0.01509846,0.0150983,0.01509812,0.01509795,0.01509776,0.01509763,0.01509746,0.01509736,0.01509718,0.01509706,0.01509692,0.01509677,0.01509662,0.01509647,0.01509636,0.01509632,0.01509621,0.01509608,0.01509599,0.01509589,0.01509576,0.0150957,0.0150956,0.01509547,0.01509542,0.0150953,0.01509522,0.01509515,0.01509507,0.01509497,0.01509492,0.01509483,0.01509472,0.01509468,0.01509458,0.01509454,0.01509446,0.01509438,0.01509433,0.01509427,0.01509421,0.01509415,0.01509407,0.01509402,0.01509396,0.01509394,0.01509384,0.01509379,0.01509373,0.0150937,0.01509362,0.01509357,0.01509354,0.0150935,0.01509341,0.01509338,0.01509335,0.01509329,0.01509324,0.01509322,0.01509315,0.0150931,0.01509307,0.01509304,0.01509299,0.01509293,0.01509291,0.01509286,0.01509282,0.01509281,0.01509278,0.01509271,0.01509267,0.01509265,0.01509262,0.01509255,0.01509255,0.01509252,0.0150925,0.01509244,0.01509242,0.0150924,0.01509237,0.01509234,0.01509227,0.01509227,0.01509225,0.01509222,0.01509214,0.01509214,0.01509213,0.01509212,0.01509207,0.01509204,0.01509199,0.01509201,0.01509198,0.0150919,0.01509193,0.01509191
369,,,,,,,,,0.03884606,0.07346238,0.03080568,0.02178369,0.01650314,0.0147561,0.01450339,0.01474415,0.0149515,0.01507767,0.0152095,0.01515958,0.01509619,0.01508151,0.0150799,0.01508042,0.01508175,0.01508267,0.01508313,0.01508356,0.0150842,0.0150847,0.01508513,0.01508567,0.01508625,0.01508677,0.01508725,0.01508766,0.01508807,0.01508842,0.01508874,0.01508905,0.0150893,0.01508953,0.01508975,0.01508997,0.01509015,0.01509033,0.01509046,0.01509061,0.01509078,0.01509087,0.01509101,0.0150911,0.01509119,0.01509128,0.01509139,0.01509146,0.01509154,0.01509158,0.01509168,0.01509172,0.01509182,0.01509183,0.01509191,0.01509194,0.01509197,0.01509198,0.01509199,0.01509204,0.01509215,0.01509219,0.01509219,0.01509224,0.01509226,0.01509226,0.01509232,0.01509234,0.01509232,0.01509239,0.01509237,0.01509239,0.01509243,0.01509244,0.01509244,0.01509248,0.01509248,0.01509246,0.0150925,0.01509248,0.01509252,0.01509252,0.01509252,0.01509254,0.01509255,0.01509256,0.01509257,0.01509256,0.01509257,0.01509258,0.01509261,0.01509258,0.01509258,0.01509259,0.01509261,0.01509259,0.01509259,0.01509261,0.01509263,0.01509259,0.01509261,0.01509262,0.01509261,0.01509261,0.01509264,0.01509261,0.01509261,0.01509262,0.01509263,0.01509263,0.0150926,0.01509263,0.01509262,0.01509261,0.01509264,0.01509265,0.01509261,0.01509261,0.01509263,0.01509264,0.01509259,0.01509262,0.01509263,0.01509264,0.01509261,0.01509263,0.01509264,0.01509264,0.01509263,0.0150926,0.01509262,0.01509264,0.01509264,0.01509258,0.01509261,0.01509263,0.01509265,0.01509262,0.01509262,0.01509259,0.01509264,0.01509262,0.01509257,0.01509262,0.01509263
370,,,,,,,,,0.1572139,0.457471,0.2163539,0.198744,0.1861797,0.1889062,0.1967573,0.2045439,0.2085103,0.2104781,0.2119921,0.2101918,0.2087401,0.2083229,0.2082126,0.2081839,0.2081775,0.2081649,0.2081477,0.2081337,0.2081247,0.2081158,0.2081079,0.2081034,0.2081005,0.2080981,0.208096,0.2080938,0.2080916,0.2080895,0.2080875,0.2080856,0.2080836,0.2080818,0.2080801,0.2080786,0.2080769,0.2080756,0.208074,0.2080728,0.2080716,0.2080702,0.2080692,0.2080681,0.208067,0.208066,0.2080652,0.2080643,0.2080634,0.2080625,0.2080618,0.208061,0.2080604,0.2080596,0.208059,0.2080582,0.2080572,0.208056,0.2080552,0.2080553,0.2080555,0.2080552,0.2080546,0.2080542,0.2080537,0.2080531,0.2080527,0.2080523,0.2080518,0.2080515,0.2080511,0.2080507,0.2080504,0.20805,0.2080496,0.2080494,0.208049,0.2080485,0.2080484,0.208048,0.2080477,0.2080474,0.2080471,0.2080469,0.2080467,0.2080464,0.2080461,0.2080458,0.2080456,0.2080454,0.2080452,0.2080449,0.2080447,0.2080445,0.2080443,0.208044,0.2080438,0.2080438,0.2080436,0.2080432,0.2080431,0.208043,0.2080427,0.2080425,0.2080425,0.2080422,0.208042,0.2080419,0.2080417,0.2080417,0.2080413,0.2080413,0.2080411,0.2080409,0.2080409,0.2080408,0.2080406,0.2080404,0.2080403,0.2080403,0.2080399,0.20804,0.2080398,0.2080398,0.2080395,0.2080394,0.2080394,0.2080393,0.2080392,0.2080389,0.208039,0.2080389,0.2080387,0.2080384,0.2080385,0.2080384,0.2080384,0.2080382,0.2080382,0.2080379,0.208038,0.2080379,0.2080376,0.2080377,0.2080376
371,,,,,,,,,0.3255123,0.8869021,0.4247492,0.3583766,0.3129408,0.3039787,0.3085474,0.316813,0.3211031,0.3236206,0.3259758,0.3225318,0.3198966,0.3191786,0.3189774,0.3189084,0.3188807,0.3188453,0.3188056,0.3187758,0.318758,0.3187419,0.3187287,0.3187229,0.3187206,0.3187191,0.3187183,0.3187171,0.3187162,0.3187153,0.3187144,0.3187138,0.3187128,0.3187119,0.3187112,0.318711,0.3187101,0.3187098,0.3187089,0.3187086,0.3187083,0.3187076,0.3187075,0.3187069,0.3187064,0.3187061,0.318706,0.3187057,0.3187054,0.3187048,0.3187049,0.3187045,0.3187046,0.318704,0.318704,0.3187035,0.3187026,0.3187013,0.3187006,0.3187017,0.318703,0.3187032,0.3187027,0.3187027,0.3187024,0.3187019,0.3187021,0.318702,0.3187014,0.3187017,0.3187013,0.3187013,0.3187013,0.318701,0.3187008,0.3187012,0.3187007,0.3187003,0.3187007,0.3187003,0.3187004,0.3187002,0.3187,0.3187002,0.3187002,0.3187001,0.3187,0.3186998,0.3186999,0.3186999,0.3187001,0.3186996,0.3186995,0.3186997,0.3186997,0.3186994,0.3186994,0.3186997,0.3186997,0.3186993,0.3186994,0.3186996,0.3186993,0.3186993,0.3186996,0.3186993,0.3186992,0.3186993,0.3186993,0.3186995,0.318699,0.3186994,0.3186992,0.3186991,0.3186995,0.3186996,0.3186992,0.3186992,0.3186994,0.3186995,0.3186988,0.3186993,0.3186993,0.3186996,0.3186991,0.3186993,0.3186995,0.3186996,0.3186994,0.3186991,0.3186995,0.3186996,0.3186994,0.3186989,0.3186994,0.3186996,0.3186997,0.3186995,0.3186996,0.3186992,0.3186998,0.3186997,0.3186991,0.3186997,0.3186996
372,,,,,,,,,0.06980626,0.04139899,0.04588972,0.03915305,0.03472556,0.03096779,0.02860983,0.02732594,0.02680481,0.0265927,0.02644191,0.02655978,0.02665033,0.02666381,0.02666113,0.02665672,0.02665263,0.02665016,0.02664871,0.02664747,0.02664612,0.02664509,0.0266442,0.02664322,0.02664226,0.02664143,0.02664066,0.02664001,0.02663939,0.02663884,0.02663835,0.02663788,0.02663746,0.02663711,0.02663673,0.0266364,0.02663609,0.02663579,0.02663554,0.02663528,0.02663501,0.02663481,0.02663458,0.02663438,0.02663418,0.02663401,0.02663382,0.02663365,0.02663349,0.02663336,0.02663319,0.02663306,0.02663288,0.02663278,0.02663265,0.02663254,0.02663244,0.02663238,0.02663229,0.02663215,0.02663198,0.02663188,0.0266318,0.02663171,0.02663162,0.02663156,0.02663145,0.02663138,0.02663132,0.02663123,0.02663117,0.02663111,0.02663102,0.02663096,0.0266309,0.02663083,0.02663076,0.02663074,0.02663066,0.02663062,0.02663055,0.02663051,0.02663046,0.0266304,0.02663034,0.0266303,0.02663025,0.02663021,0.02663015,0.02663012,0.02663006,0.02663004,0.02662999,0.02662995,0.0266299,0.02662988,0.02662983,0.0266298,0.02662976,0.02662976,0.0266297,0.02662966,0.02662964,0.02662961,0.02662955,0.02662954,0.02662951,0.02662948,0.02662943,0.02662942,0.0266294,0.02662936,0.02662933,0.02662932,0.02662927,0.02662924,0.02662923,0.02662921,0.02662918,0.02662915,0.02662915,0.02662911,0.02662908,0.02662905,0.02662904,0.02662902,0.02662898,0.02662897,0.02662893,0.02662894,0.0266289,0.02662888,0.02662885,0.02662887,0.02662883,0.02662881,0.02662877,0.02662877,0.02662876,0.02662876,0.0266287,0.02662869,0.02662871,0.02662866,0.02662863
