,varname,Locator Type,locname,Wall Layer,pipename,Pipe Number,out_unit,Description,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output
339,,,,,,,,,22.68674,26.15875,20.96343,16.99738,14.50177,13.28047,12.72456,12.53891,12.46077,12.449,12.46789,12.38659,12.32733,12.30636,12.29789,12.2939,12.29162,12.28971,12.28807,12.28683,12.28597,12.28526,12.2847,12.28434,12.28409,12.28391,12.28376,12.28363,12.28352,12.28342,12.28333,12.28325,12.28318,12.28312,12.28306,12.28302,12.28297,12.28293,12.28289,12.28285,12.28281,12.28279,12.28276,12.28273,12.2827,12.28268,12.28266,12.28264,12.28262,12.2826,12.28258,12.28257,12.28255,12.28254,12.28253,12.28252,12.28249,12.28245,12.28243,12.28245,12.28246,12.28246,12.28245,12.28243,12.28243,12.28242,12.28241,12.2824,12.28239,12.28238,12.28238,12.28237,12.28236,12.28236,12.28236,12.28235,12.28234,12.28234,12.28234,12.28233,12.28233,12.28232,12.28232,12.28232,12.28231,12.28231,12.28231,12.28231,12.2823,12.2823,12.2823,12.2823,12.28229,12.2823,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28228,12.28229,12.28228,12.28228,12.28229,12.28229,12.28229,12.28228,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.28229,12.2823,12.28229,12.28229,12.2823,12.2823,12.2823,12.2823,12.2823,12.28231,12.28231,12.28231,12.28231,12.28231,12.28231,12.28231
340,,,,,,,,,72.8478,46.7013,48.42447,41.02145,36.13511,32.42579,30.19203,29.05246,28.5892,28.42442,28.3294,28.36315,28.39575,28.39786,28.3952,28.39325,28.3919,28.39137,28.39132,28.3914,28.39139,28.3915,28.39165,28.39173,28.39177,28.39186,28.39192,28.39201,28.39207,28.39214,28.3922,28.39225,28.3923,28.39238,28.39241,28.39245,28.39248,28.39252,28.39257,28.3926,28.39259,28.39264,28.39265,28.39268,28.3927,28.39272,28.39273,28.39274,28.39276,28.39279,28.39278,28.39281,28.39277,28.39282,28.39282,28.39284,28.39284,28.39287,28.39288,28.39288,28.39285,28.39286,28.39288,28.39288,28.39288,28.3929,28.39288,28.39289,28.39291,28.3929,28.39292,28.39293,28.39291,28.39292,28.39292,28.39292,28.39291,28.39295,28.39293,28.39295,28.39293,28.39294,28.39295,28.39294,28.39293,28.39294,28.39294,28.39295,28.39294,28.39295,28.39294,28.39296,28.39295,28.39295,28.39294,28.39296,28.39295,28.39296,28.39296,28.39299,28.39296,28.39296,28.39298,28.39298,28.39295,28.39298,28.39297,28.39298,28.39296,28.39297,28.39299,28.39297,28.39297,28.39298,28.39297,28.39296,28.39298,28.39299,28.39298,28.39298,28.39299,28.39299,28.39298,28.39297,28.39298,28.39298,28.39297,28.39298,28.39296,28.39299,28.39297,28.39298,28.39296,28.39299,28.39298,28.39298,28.39296,28.39298,28.39299,28.393,28.39297,28.39298,28.39301,28.39297,28.39296
341,,,,,,,,,72.8478,46.69153,48.4209,41.01999,36.1343,32.42584,30.19227,29.05269,28.58928,28.42452,28.32943,28.36309,28.39573,28.39786,28.39519,28.39325,28.3919,28.39137,28.39132,28.3914,28.39139,28.3915,28.39165,28.39173,28.39178,28.39186,28.39192,28.39201,28.39207,28.39214,28.3922,28.39225,28.3923,28.39238,28.39241,28.39245,28.39248,28.39252,28.39257,28.3926,28.3926,28.39264,28.39265,28.39268,28.3927,28.39272,28.39273,28.39274,28.39276,28.39279,28.39278,28.3928,28.39277,28.39282,28.39282,28.39284,28.39284,28.39287,28.39288,28.39288,28.39285,28.39286,28.39288,28.39288,28.39288,28.3929,28.39288,28.39289,28.39291,28.3929,28.39292,28.39293,28.39291,28.39292,28.39292,28.39292,28.39291,28.39295,28.39293,28.39295,28.39293,28.39294,28.39295,28.39294,28.39293,28.39294,28.39294,28.39295,28.39294,28.39295,28.39294,28.39296,28.39295,28.39295,28.39294,28.39296,28.39295,28.39296,28.39296,28.39299,28.39296,28.39296,28.39298,28.39298,28.39296,28.39297,28.39298,28.39298,28.39296,28.39297,28.39299,28.39297,28.39297,28.39298,28.39297,28.39296,28.39298,28.39299,28.39298,28.39298,28.39299,28.39299,28.39298,28.39297,28.39298,28.39298,28.39297,28.39298,28.39296,28.39299,28.39297,28.39298,28.39296,28.39299,28.39298,28.39298,28.39296,28.39298,28.39299,28.393,28.39297,28.39298,28.39301,28.39297,28.39296
342,,,,,,,,,72.8478,46.67978,48.41286,41.01992,36.13613,32.42893,30.19459,29.05413,28.58972,28.42497,28.3294,28.36273,28.39558,28.39782,28.39518,28.39325,28.3919,28.39136,28.39132,28.3914,28.39139,28.3915,28.39165,28.39173,28.39178,28.39186,28.39192,28.39201,28.39207,28.39214,28.3922,28.39225,28.3923,28.39238,28.39241,28.39245,28.39248,28.39252,28.39257,28.3926,28.3926,28.39264,28.39265,28.39268,28.3927,28.39272,28.39273,28.39274,28.39276,28.39279,28.39278,28.3928,28.39277,28.39281,28.39282,28.39284,28.39284,28.39287,28.39288,28.39288,28.39285,28.39286,28.39288,28.39288,28.39288,28.3929,28.39288,28.39289,28.39291,28.3929,28.39292,28.39293,28.39291,28.39292,28.39292,28.39292,28.39291,28.39295,28.39293,28.39294,28.39293,28.39294,28.39295,28.39294,28.39293,28.39294,28.39294,28.39295,28.39294,28.39295,28.39294,28.39296,28.39295,28.39295,28.39294,28.39296,28.39295,28.39296,28.39296,28.39299,28.39296,28.39296,28.39298,28.39297,28.39296,28.39297,28.39298,28.39298,28.39296,28.39297,28.39299,28.39297,28.39297,28.39298,28.39297,28.39296,28.39298,28.39299,28.39298,28.39298,28.39299,28.39298,28.39298,28.39297,28.39298,28.39298,28.39297,28.39297,28.39296,28.39299,28.39297,28.39298,28.39297,28.39299,28.39298,28.39298,28.39296,28.39298,28.39299,28.393,28.39297,28.39297,28.39301,28.39297,28.39296
343,,,,,,,,,72.8478,46.57161,48.36979,41.0167,36.14254,32.44574,30.20761,29.06235,28.59169,28.42779,28.32878,28.35971,28.39451,28.39755,28.39511,28.39323,28.39189,28.39134,28.3913,28.39138,28.39138,28.39149,28.39165,28.39173,28.39178,28.39186,28.39192,28.392,28.39208,28.39214,28.39221,28.39224,28.39231,28.39238,28.39241,28.39244,28.39249,28.39252,28.39257,28.39259,28.3926,28.39264,28.39265,28.39267,28.3927,28.39272,28.39273,28.39274,28.39275,28.39279,28.39278,28.39279,28.39278,28.39282,28.39283,28.39284,28.39285,28.39286,28.39288,28.39288,28.39286,28.39286,28.39289,28.39287,28.39288,28.3929,28.39289,28.39289,28.39292,28.3929,28.39292,28.39292,28.39291,28.39292,28.39294,28.39291,28.39292,28.39296,28.39293,28.39294,28.39294,28.39295,28.39295,28.39294,28.39294,28.39295,28.39295,28.39296,28.39295,28.39295,28.39294,28.39296,28.39295,28.39296,28.39295,28.39296,28.39296,28.39296,28.39296,28.39298,28.39297,28.39296,28.39298,28.39297,28.39296,28.39297,28.39298,28.39297,28.39296,28.39297,28.39299,28.39296,28.39298,28.39298,28.39298,28.39296,28.39298,28.39298,28.39298,28.39297,28.393,28.39298,28.39298,28.39296,28.39299,28.39298,28.39297,28.39297,28.39297,28.39299,28.39297,28.39297,28.39297,28.393,28.39298,28.39298,28.39297,28.39299,28.393,28.393,28.39297,28.39298,28.39301,28.39297,28.39297
344,,,,,,,,,67.56858,40.32848,44.25599,37.61884,33.1967,29.67346,27.52889,26.40403,25.96343,25.79606,25.67906,25.78074,25.85819,25.87373,25.87575,25.87553,25.87495,25.87522,25.87595,25.87658,25.87689,25.87728,25.87764,25.8778,25.87788,25.87797,25.87803,25.87811,25.87816,25.87823,25.87829,25.87834,25.87839,25.87846,25.87849,25.87854,25.87857,25.87861,25.87865,25.87869,25.87869,25.87873,25.87874,25.87877,25.87879,25.87881,25.87882,25.87883,25.87885,25.87888,25.87888,25.8789,25.87887,25.87891,25.87892,25.87894,25.87895,25.879,25.87902,25.87899,25.87895,25.87895,25.87897,25.87897,25.87897,25.87899,25.87898,25.87899,25.87901,25.879,25.87902,25.87903,25.87901,25.87902,25.87903,25.87903,25.87902,25.87905,25.87904,25.87905,25.87904,25.87905,25.87905,25.87905,25.87904,25.87905,25.87905,25.87906,25.87905,25.87906,25.87905,25.87907,25.87906,25.87906,25.87906,25.87907,25.87906,25.87907,25.87907,25.87909,25.87907,25.87907,25.87909,25.87909,25.87907,25.87908,25.87909,25.87909,25.87907,25.87908,25.8791,25.87908,25.87908,25.8791,25.87908,25.87908,25.87909,25.8791,25.87909,25.87909,25.8791,25.8791,25.8791,25.87909,25.87909,25.8791,25.87908,25.87909,25.87908,25.8791,25.87909,25.8791,25.87908,25.8791,25.87909,25.87909,25.87908,25.87909,25.8791,25.87911,25.87908,25.87909,25.87912,25.87909,25.87908
345,,,,,,,,,67.56858,40.31821,44.2525,37.61748,33.19603,29.67362,27.52919,26.4043,25.9635,25.79621,25.67905,25.78061,25.85814,25.87372,25.87574,25.87553,25.87495,25.87522,25.87595,25.87658,25.87689,25.87728,25.87764,25.87781,25.87788,25.87797,25.87803,25.87811,25.87817,25.87823,25.87829,25.87834,25.87839,25.87847,25.8785,25.87854,25.87857,25.87861,25.87865,25.87868,25.87869,25.87873,25.87874,25.87877,25.87879,25.87881,25.87882,25.87883,25.87885,25.87888,25.87888,25.8789,25.87887,25.87891,25.87892,25.87894,25.87895,25.879,25.87902,25.87899,25.87895,25.87895,25.87897,25.87897,25.87897,25.87899,25.87898,25.87899,25.87901,25.879,25.87902,25.87903,25.87901,25.87902,25.87903,25.87903,25.87902,25.87905,25.87904,25.87905,25.87904,25.87905,25.87905,25.87905,25.87904,25.87905,25.87905,25.87906,25.87905,25.87906,25.87905,25.87907,25.87906,25.87906,25.87906,25.87907,25.87906,25.87907,25.87907,25.87909,25.87907,25.87907,25.87909,25.87909,25.87907,25.87908,25.87909,25.87909,25.87907,25.87908,25.8791,25.87908,25.87908,25.8791,25.87908,25.87908,25.87909,25.8791,25.87909,25.87909,25.8791,25.8791,25.8791,25.87909,25.87909,25.8791,25.87908,25.87909,25.87908,25.8791,25.87909,25.87909,25.87908,25.8791,25.87909,25.87909,25.87908,25.87909,25.8791,25.87911,25.87908,25.87909,25.87912,25.87909,25.87908
346,,,,,,,,,67.56858,40.3058,44.24465,37.61726,33.19778,29.67657,27.5314,26.40568,25.96387,25.7967,25.67897,25.78015,25.85797,25.87367,25.87573,25.87553,25.87495,25.87522,25.87595,25.87657,25.87689,25.87728,25.87764,25.8778,25.87788,25.87797,25.87803,25.87811,25.87817,25.87823,25.87829,25.87834,25.87839,25.87847,25.8785,25.87854,25.87858,25.87861,25.87866,25.87868,25.87869,25.87873,25.87874,25.87877,25.87879,25.87881,25.87883,25.87883,25.87885,25.87888,25.87888,25.8789,25.87887,25.87891,25.87892,25.87894,25.87895,25.879,25.87902,25.87899,25.87895,25.87895,25.87897,25.87897,25.87897,25.87899,25.87898,25.87899,25.87901,25.879,25.87902,25.87903,25.87901,25.87902,25.87903,25.87902,25.87902,25.87905,25.87904,25.87905,25.87904,25.87905,25.87905,25.87905,25.87904,25.87905,25.87905,25.87906,25.87905,25.87906,25.87906,25.87907,25.87906,25.87906,25.87906,25.87907,25.87906,25.87907,25.87907,25.87909,25.87907,25.87907,25.87909,25.87909,25.87907,25.87908,25.87909,25.87909,25.87907,25.87908,25.8791,25.87908,25.87908,25.87909,25.87908,25.87908,25.87909,25.8791,25.87909,25.87909,25.8791,25.8791,25.8791,25.87909,25.87909,25.87909,25.87908,25.87909,25.87908,25.8791,25.87909,25.87909,25.87908,25.8791,25.87909,25.87909,25.87908,25.87909,25.8791,25.87911,25.87909,25.87909,25.87912,25.87909,25.87908
347,,,,,,,,,67.56858,40.19968,44.20244,37.61338,33.20409,29.69277,27.54383,26.41363,25.96542,25.79979,25.67805,25.77652,25.8567,25.87333,25.87562,25.8755,25.87493,25.87518,25.87593,25.87655,25.87688,25.87727,25.87764,25.8778,25.87788,25.87797,25.87802,25.8781,25.87817,25.87824,25.8783,25.87833,25.87839,25.87847,25.8785,25.87853,25.87858,25.87861,25.87866,25.87867,25.87869,25.87873,25.87874,25.87877,25.87879,25.87881,25.87882,25.87883,25.87885,25.87888,25.87888,25.87889,25.87888,25.87891,25.87892,25.87894,25.87896,25.879,25.87902,25.87899,25.87896,25.87895,25.87898,25.87897,25.87898,25.879,25.87899,25.87899,25.87901,25.879,25.87902,25.87902,25.87902,25.87903,25.87904,25.87902,25.87903,25.87906,25.87904,25.87904,25.87905,25.87905,25.87906,25.87904,25.87904,25.87905,25.87906,25.87906,25.87906,25.87906,25.87906,25.87906,25.87906,25.87907,25.87906,25.87907,25.87907,25.87907,25.87907,25.87908,25.87908,25.87907,25.87909,25.87908,25.87907,25.87908,25.87909,25.87909,25.87908,25.87908,25.8791,25.87908,25.87909,25.87909,25.87909,25.87908,25.87909,25.87909,25.87909,25.87909,25.87911,25.8791,25.8791,25.87908,25.8791,25.8791,25.87909,25.87909,25.87909,25.8791,25.87909,25.87909,25.87909,25.87911,25.8791,25.8791,25.87908,25.8791,25.87911,25.87911,25.87909,25.87909,25.87912,25.87909,25.87909
348,,,,,,,,,19.7877,88.34525,33.35471,29.92436,27.50231,28.83161,31.16909,33.2926,34.35644,34.89491,35.30528,34.86652,34.53273,34.45792,34.44489,34.44384,34.44551,34.44443,34.44175,34.43974,34.43898,34.43804,34.43725,34.43729,34.43766,34.43799,34.43832,34.43852,34.43874,34.43891,34.43903,34.43918,34.43925,34.43926,34.43934,34.43946,34.43947,34.43955,34.43951,34.43956,34.43965,34.43961,34.43968,34.43967,34.43967,34.43968,34.43974,34.43975,34.43975,34.4397,34.43979,34.43976,34.43987,34.43978,34.43983,34.43977,34.4397,34.43956,34.4395,34.43966,34.43991,34.43994,34.43988,34.43991,34.43991,34.43984,34.43992,34.43991,34.43983,34.43993,34.43987,34.43986,34.43991,34.43989,34.43986,34.43994,34.4399,34.43983,34.4399,34.43984,34.4399,34.43987,34.43985,34.43988,34.43991,34.4399,34.4399,34.43986,34.4399,34.4399,34.43996,34.43986,34.43987,34.4399,34.43992,34.43985,34.43987,34.43992,34.43993,34.43983,34.43988,34.43991,34.43987,34.43987,34.43994,34.43987,34.43986,34.43988,34.43991,34.4399,34.43983,34.43991,34.43987,34.43986,34.43993,34.43994,34.43987,34.43987,34.4399,34.43992,34.43981,34.43989,34.4399,34.43994,34.43987,34.43989,34.43994,34.43993,34.43992,34.43984,34.43992,34.43993,34.43992,34.43981,34.4399,34.43993,34.43996,34.43991,34.4399,34.43983,34.43996,34.43993,34.43981,34.43993,34.43994
349,,,,,,,,,19.78769,88.38942,33.3597,29.92655,27.50289,28.83041,31.1676,33.29141,34.35609,34.89439,35.30539,34.86701,34.53288,34.45795,34.4449,34.44384,34.44551,34.44444,34.44175,34.43974,34.43898,34.43804,34.43725,34.43729,34.43766,34.43799,34.43832,34.43852,34.43874,34.43891,34.43903,34.43918,34.43925,34.43926,34.43934,34.43946,34.43947,34.43955,34.43951,34.43956,34.43965,34.43961,34.43968,34.43967,34.43967,34.43968,34.43974,34.43975,34.43975,34.4397,34.43979,34.43976,34.43987,34.43978,34.43983,34.43977,34.4397,34.43956,34.4395,34.43966,34.43991,34.43994,34.43988,34.43991,34.43991,34.43984,34.43992,34.43992,34.43983,34.43993,34.43986,34.43986,34.43991,34.43989,34.43986,34.43994,34.4399,34.43983,34.4399,34.43984,34.4399,34.43987,34.43985,34.43989,34.43991,34.4399,34.4399,34.43986,34.4399,34.4399,34.43996,34.43986,34.43987,34.4399,34.43992,34.43985,34.43987,34.43992,34.43993,34.43983,34.43988,34.43991,34.43987,34.43987,34.43993,34.43987,34.43986,34.43988,34.43991,34.43991,34.43983,34.43991,34.43987,34.43986,34.43993,34.43994,34.43987,34.43987,34.4399,34.43992,34.4398,34.43989,34.4399,34.43994,34.43987,34.43989,34.43994,34.43993,34.43992,34.43984,34.43992,34.43993,34.43992,34.43981,34.4399,34.43993,34.43996,34.43991,34.4399,34.43983,34.43996,34.43993,34.43981,34.43993,34.43993
350,,,,,,,,,19.78768,88.45665,33.37,29.93043,27.50277,28.82749,31.16466,33.28915,34.35574,34.89318,35.30588,34.86849,34.53337,34.45809,34.44495,34.44386,34.44552,34.44445,34.44176,34.43975,34.43899,34.43805,34.43725,34.43729,34.43766,34.43799,34.43832,34.43852,34.43874,34.43891,34.43903,34.43919,34.43925,34.43927,34.43934,34.43946,34.43946,34.43955,34.4395,34.43956,34.43965,34.43961,34.43968,34.43967,34.43966,34.43969,34.43974,34.43975,34.43976,34.4397,34.43979,34.43976,34.43987,34.43978,34.43983,34.43978,34.4397,34.43956,34.4395,34.43966,34.43991,34.43994,34.43988,34.43991,34.43991,34.43984,34.43992,34.43992,34.43983,34.43993,34.43986,34.43987,34.43991,34.43989,34.43986,34.43994,34.4399,34.43983,34.4399,34.43984,34.4399,34.43987,34.43985,34.43989,34.43991,34.4399,34.4399,34.43986,34.4399,34.4399,34.43996,34.43986,34.43987,34.4399,34.43992,34.43985,34.43987,34.43992,34.43993,34.43983,34.43988,34.43991,34.43987,34.43987,34.43993,34.43988,34.43985,34.43988,34.43991,34.43991,34.43983,34.43991,34.43987,34.43986,34.43993,34.43994,34.43987,34.43987,34.4399,34.43992,34.4398,34.43989,34.4399,34.43994,34.43986,34.43989,34.43993,34.43993,34.43992,34.43984,34.43992,34.43993,34.43992,34.43981,34.43989,34.43993,34.43996,34.43991,34.4399,34.43983,34.43996,34.43993,34.43981,34.43993,34.43993
351,,,,,,,,,19.78769,88.79922,33.4345,29.95824,27.51192,28.81746,31.15167,33.27876,34.35284,34.88889,35.30673,34.87279,34.53484,34.45843,34.44504,34.44388,34.44553,34.44449,34.44178,34.43977,34.439,34.43806,34.43725,34.4373,34.43766,34.43799,34.43832,34.43853,34.43873,34.4389,34.43903,34.43919,34.43924,34.43926,34.43933,34.43946,34.43945,34.43954,34.43949,34.43957,34.43965,34.4396,34.43968,34.43967,34.43966,34.43968,34.43974,34.43975,34.43976,34.43971,34.43979,34.43978,34.43986,34.43977,34.43982,34.43977,34.43969,34.43956,34.43949,34.43966,34.4399,34.43993,34.43986,34.43992,34.4399,34.43983,34.4399,34.43992,34.43982,34.43992,34.43985,34.43987,34.4399,34.43988,34.43985,34.43995,34.43989,34.43981,34.4399,34.43985,34.43988,34.43987,34.43984,34.43989,34.4399,34.43989,34.43988,34.43986,34.43988,34.43989,34.43995,34.43986,34.43987,34.43989,34.43991,34.43985,34.43986,34.43992,34.43992,34.43984,34.43988,34.43991,34.43986,34.43987,34.43993,34.43987,34.43985,34.43988,34.4399,34.43991,34.43982,34.43991,34.43986,34.43986,34.43992,34.43994,34.43986,34.43987,34.4399,34.43992,34.43979,34.43989,34.43989,34.43995,34.43985,34.43989,34.43992,34.43993,34.43991,34.43984,34.43992,34.43994,34.43991,34.4398,34.43989,34.43992,34.43995,34.4399,34.43989,34.43983,34.43995,34.43992,34.4398,34.43993,34.43992
352,,,,,,,,,3.952358,2.482047,2.671381,2.292387,2.062733,1.936442,1.838706,1.797228,1.757415,1.750471,1.765648,1.703163,1.663002,1.650537,1.64592,1.644142,1.643298,1.64247,1.641703,1.641166,1.640828,1.640553,1.64034,1.640245,1.6402,1.640183,1.640183,1.640181,1.640175,1.640171,1.640169,1.640161,1.640162,1.64016,1.640156,1.640154,1.64015,1.64015,1.640152,1.640151,1.640141,1.640146,1.640143,1.640143,1.640144,1.640142,1.640138,1.640139,1.640139,1.640141,1.640134,1.640139,1.64013,1.640142,1.640136,1.640135,1.640128,1.640102,1.640096,1.640123,1.640133,1.64014,1.640143,1.640139,1.640137,1.64014,1.640133,1.640134,1.64014,1.640129,1.640136,1.640134,1.64013,1.640132,1.640133,1.640127,1.640131,1.640136,1.640129,1.640135,1.64013,1.64013,1.640132,1.640129,1.64013,1.640132,1.640127,1.64013,1.640129,1.640129,1.640122,1.640132,1.640131,1.640131,1.640126,1.640132,1.64013,1.64013,1.640127,1.640136,1.64013,1.64013,1.64013,1.640131,1.640128,1.640133,1.640131,1.640131,1.640127,1.640131,1.640134,1.640129,1.640134,1.640132,1.640129,1.640127,1.640134,1.640134,1.640129,1.64013,1.640137,1.64013,1.64013,1.640129,1.640133,1.640129,1.640131,1.640128,1.640131,1.640135,1.640132,1.640128,1.640128,1.64014,1.640131,1.640129,1.640128,1.640131,1.640135,1.640137,1.640129,1.640131,1.64014,1.64013,1.640128
353,,,,,,,,,3.952056,2.481335,2.671054,2.292126,2.062499,1.936315,1.838644,1.797178,1.757412,1.750398,1.765648,1.703201,1.662991,1.65051,1.645889,1.644109,1.643264,1.642437,1.64167,1.641133,1.640794,1.640519,1.640306,1.640211,1.640166,1.640149,1.640149,1.640147,1.640141,1.640137,1.640135,1.640127,1.640128,1.640125,1.640122,1.64012,1.640116,1.640116,1.640118,1.640117,1.640107,1.640112,1.640109,1.640109,1.64011,1.640108,1.640104,1.640104,1.640105,1.640107,1.6401,1.640105,1.640096,1.640108,1.640102,1.640101,1.640094,1.640068,1.640062,1.640088,1.640099,1.640106,1.640109,1.640105,1.640103,1.640106,1.640099,1.6401,1.640106,1.640095,1.640102,1.6401,1.640096,1.640098,1.640099,1.640093,1.640097,1.640102,1.640095,1.640101,1.640096,1.640096,1.640098,1.640095,1.640096,1.640098,1.640093,1.640096,1.640095,1.640095,1.640088,1.640098,1.640097,1.640097,1.640092,1.640098,1.640096,1.640096,1.640093,1.640101,1.640096,1.640096,1.640096,1.640097,1.640094,1.640099,1.640097,1.640097,1.640093,1.640097,1.6401,1.640095,1.6401,1.640098,1.640095,1.640093,1.6401,1.6401,1.640095,1.640096,1.640103,1.640096,1.640096,1.640095,1.640099,1.640095,1.640097,1.640094,1.640097,1.640101,1.640098,1.640094,1.640094,1.640106,1.640097,1.640095,1.640094,1.640097,1.640101,1.640103,1.640095,1.640097,1.640106,1.640096,1.640094
354,,,,,,,,,3.618536,1.917486,2.28014,1.937162,1.732302,1.612868,1.518346,1.475262,1.43695,1.429172,1.442104,1.387901,1.352931,1.341977,1.337879,1.336286,1.335523,1.334785,1.334104,1.333626,1.333321,1.333075,1.332883,1.332794,1.332749,1.332729,1.332725,1.33272,1.332711,1.332705,1.3327,1.33269,1.33269,1.332685,1.33268,1.332675,1.332671,1.332669,1.33267,1.332666,1.332656,1.33266,1.332655,1.332654,1.332654,1.332651,1.332646,1.332646,1.332646,1.332647,1.332639,1.332643,1.332634,1.332643,1.332638,1.332637,1.33263,1.332606,1.3326,1.332622,1.33263,1.332636,1.332638,1.332634,1.332632,1.332634,1.332627,1.332627,1.332632,1.332622,1.332628,1.332625,1.332622,1.332622,1.332624,1.332617,1.33262,1.332625,1.332618,1.332623,1.332618,1.332617,1.332619,1.332616,1.332617,1.332618,1.332613,1.332615,1.332614,1.332614,1.332607,1.332616,1.332615,1.332615,1.33261,1.332615,1.332613,1.332612,1.332609,1.332617,1.332611,1.332611,1.332611,1.332612,1.332609,1.332613,1.332611,1.332611,1.332607,1.33261,1.332613,1.332608,1.332612,1.33261,1.332608,1.332605,1.332612,1.332611,1.332607,1.332607,1.332614,1.332607,1.332607,1.332605,1.33261,1.332605,1.332607,1.332604,1.332607,1.33261,1.332607,1.332603,1.332604,1.332614,1.332606,1.332604,1.332602,1.332606,1.332609,1.332611,1.332603,1.332604,1.332613,1.332604,1.332602
355,,,,,,,,,3.46585,1.716413,2.16599,1.859456,1.674383,1.564013,1.473338,1.431371,1.394135,1.385817,1.39895,1.346425,1.311995,1.301213,1.297184,1.295616,1.29487,1.29415,1.293484,1.293015,1.292718,1.292477,1.292289,1.292201,1.292158,1.292139,1.292134,1.29213,1.292122,1.292116,1.292111,1.292102,1.292102,1.292097,1.292093,1.292088,1.292085,1.292082,1.292083,1.29208,1.29207,1.292075,1.29207,1.292069,1.292069,1.292066,1.292061,1.292061,1.292061,1.292062,1.292055,1.292058,1.29205,1.29206,1.292055,1.292053,1.292047,1.292024,1.292018,1.292039,1.292048,1.292053,1.292056,1.292051,1.292049,1.292052,1.292045,1.292045,1.29205,1.29204,1.292046,1.292042,1.29204,1.292041,1.292042,1.292035,1.292039,1.292043,1.292036,1.292041,1.292037,1.292036,1.292038,1.292034,1.292035,1.292036,1.292032,1.292034,1.292034,1.292033,1.292026,1.292035,1.292034,1.292034,1.292029,1.292034,1.292033,1.292032,1.292029,1.292035,1.292031,1.29203,1.29203,1.292031,1.292028,1.292032,1.29203,1.29203,1.292026,1.292029,1.292032,1.292027,1.292032,1.29203,1.292028,1.292025,1.292032,1.292031,1.292026,1.292027,1.292034,1.292027,1.292026,1.292024,1.29203,1.292025,1.292027,1.292024,1.292027,1.29203,1.292027,1.292023,1.292024,1.292034,1.292026,1.292024,1.292023,1.292026,1.292029,1.292031,1.292023,1.292024,1.292033,1.292024,1.292022
356,,,,,,,,,67.56858,40.32848,44.25599,37.61884,33.1967,29.67346,27.52889,26.40403,25.96343,25.79606,25.67906,25.78074,25.85819,25.87373,25.87575,25.87553,25.87495,25.87522,25.87595,25.87658,25.87689,25.87728,25.87764,25.8778,25.87788,25.87797,25.87803,25.87811,25.87816,25.87823,25.87829,25.87834,25.87839,25.87846,25.87849,25.87854,25.87857,25.87861,25.87865,25.87869,25.87869,25.87873,25.87874,25.87877,25.87879,25.87881,25.87882,25.87883,25.87885,25.87888,25.87888,25.8789,25.87887,25.87891,25.87892,25.87894,25.87895,25.879,25.87902,25.87899,25.87895,25.87895,25.87897,25.87897,25.87897,25.87899,25.87898,25.87899,25.87901,25.879,25.87902,25.87903,25.87901,25.87902,25.87903,25.87903,25.87902,25.87905,25.87904,25.87905,25.87904,25.87905,25.87905,25.87905,25.87904,25.87905,25.87905,25.87906,25.87905,25.87906,25.87905,25.87907,25.87906,25.87906,25.87906,25.87907,25.87906,25.87907,25.87907,25.87909,25.87907,25.87907,25.87909,25.87909,25.87907,25.87908,25.87909,25.87909,25.87907,25.87908,25.8791,25.87908,25.87908,25.8791,25.87908,25.87908,25.87909,25.8791,25.87909,25.87909,25.8791,25.8791,25.8791,25.87909,25.87909,25.8791,25.87908,25.87909,25.87908,25.8791,25.87909,25.8791,25.87908,25.8791,25.87909,25.87909,25.87908,25.87909,25.8791,25.87911,25.87908,25.87909,25.87912,25.87909,25.87908
